iter	RMSE
1667	39.96592873
1668	39.95896684
1669	39.95776675
1670	39.95450891
1671	39.95104317
1672	39.94907129
1673	39.94725126
1674	39.94636992
1675	39.9423226
1676	39.93666377
1677	39.93332652
1678	39.93212059
1679	39.92745189
1680	39.9218619
1681	39.91937496
1682	39.9140407
1683	39.91238299
1684	39.90934284
1685	39.9023863
1686	39.90201274
1687	39.89996914
1688	39.89746224
1689	39.89386981
1690	39.8901587
1691	39.88779829
1692	39.88600422
1693	39.88506234
1694	39.87968289
1695	39.87899286
1696	39.87373946
1697	39.87116494
1698	39.86946146
1699	39.86810134
1700	39.8639784
1701	39.85800555
1702	39.85328078
1703	39.85007026
1704	39.84951004
1705	39.84077064
1706	39.83362941
1707	39.8280432
1708	39.82457322
1709	39.81941934
1710	39.81662618
1711	39.81109857
1712	39.80815403
1713	39.8064682
1714	39.8059887
1715	39.80407741
1716	39.8016475
1717	39.79846671
1718	39.79640761
1719	39.79569072
1720	39.79206029
1721	39.78909909
1722	39.78785827
1723	39.78481369
1724	39.78226393
1725	39.78062108
1726	39.77923079
1727	39.77828808
1728	39.77600412
1729	39.77398625
1730	39.77203273
1731	39.77126452
1732	39.76503011
1733	39.76037741
1734	39.76032652
1735	39.75835367
1736	39.75671153
1737	39.75442972
1738	39.74953484
1739	39.74417947
1740	39.74043741
1741	39.73802059
1742	39.73590574
1743	39.7299391
1744	39.72628229
1745	39.72391384
1746	39.72285436
1747	39.71867219
1748	39.71402935
1749	39.70980208
1750	39.70907344
1751	39.70676171
1752	39.70406764
1753	39.70113046
1754	39.69670984
1755	39.69517389
1756	39.69080698
1757	39.68772266
1758	39.68549127
1759	39.68446306
1760	39.68375434
1761	39.6804995
1762	39.6783391
1763	39.67342463
1764	39.66961299
1765	39.66819841
1766	39.6616162
1767	39.65572853
1768	39.65302249
1769	39.64810658
1770	39.64580832
1771	39.64186472
1772	39.63924621
1773	39.63119564
1774	39.63029706
1775	39.62830241
1776	39.62525238
1777	39.62441665
1778	39.62378856
1779	39.62155186
1780	39.61879582
1781	39.61493637
1782	39.61302778
1783	39.6059698
1784	39.60201542
1785	39.60170887
1786	39.59909963
1787	39.59493845
1788	39.58595884
1789	39.5821899
1790	39.57759921
1791	39.57469695
1792	39.57042753
1793	39.5656241
1794	39.56307556
1795	39.56012109
1796	39.55862246
1797	39.5568953
1798	39.55656111
1799	39.55314405
1800	39.55126147
1801	39.54540341
1802	39.54071805
1803	39.53421356
1804	39.5297538
1805	39.5274094
1806	39.52554096
1807	39.51981562
1808	39.51722999
1809	39.51389316
1810	39.51240302
1811	39.50948914
1812	39.5028378
1813	39.50050547
1814	39.49837962
1815	39.49443325
1816	39.49000828
1817	39.48517115
1818	39.48445544
1819	39.48201098
1820	39.47749407
1821	39.47646214
1822	39.47338159
1823	39.4710834
1824	39.46624224
1825	39.46181411
1826	39.45587952
1827	39.45339911
1828	39.45004662
1829	39.44741196
1830	39.44270128
1831	39.44003193
1832	39.43824485
1833	39.43601986
1834	39.43505869
1835	39.42784569
1836	39.42245689
1837	39.41857992
1838	39.41127834
1839	39.40820809
1840	39.40435026
1841	39.39994084
1842	39.39756304
1843	39.39668481
1844	39.39558058
1845	39.3879922
1846	39.38759322
1847	39.38548696
1848	39.38470608
1849	39.3833549
1850	39.37757463
1851	39.37247873
1852	39.37102949
1853	39.3679304
1854	39.36255225
1855	39.35673979
1856	39.35114758
1857	39.34818748
1858	39.34558543
1859	39.34354034
1860	39.34220661
1861	39.34162545
1862	39.33836802
1863	39.33613568
1864	39.33446905
1865	39.32971054
1866	39.3252413
1867	39.32310426
1868	39.32166349
1869	39.32002541
1870	39.31714874
1871	39.31481225
1872	39.31372459
1873	39.31116315
1874	39.30818974
1875	39.30717911
1876	39.30598485
1877	39.30208266
1878	39.29885285
1879	39.29743866
1880	39.29575666
1881	39.28824341
1882	39.28587774
1883	39.28375573
1884	39.28056905
1885	39.27931045
1886	39.27337233
1887	39.26848447
1888	39.26777168
1889	39.26578095
1890	39.26337269
1891	39.25977722
1892	39.25292721
1893	39.24653657
1894	39.24564465
1895	39.24321969
1896	39.24198052
1897	39.24145802
1898	39.23774365
1899	39.23716782
1900	39.23348055
1901	39.22797048
1902	39.22761458
1903	39.22349653
1904	39.22156374
1905	39.21702026
1906	39.21513875
1907	39.21437683
1908	39.21338442
1909	39.20897589
1910	39.20824137
1911	39.20589668
1912	39.20053586
1913	39.19768312
1914	39.1957198
1915	39.19438964
1916	39.19246401
1917	39.18813574
1918	39.18648692
1919	39.18391543
1920	39.18145912
1921	39.17696092
1922	39.17241227
1923	39.16676963
1924	39.15910246
1925	39.15425374
1926	39.14809508
1927	39.14705792
1928	39.14179588
1929	39.13851665
1930	39.13293117
1931	39.13148685
1932	39.13096288
1933	39.12675364
1934	39.12504879
1935	39.12448681
1936	39.1219578
1937	39.1205441
1938	39.11776484
1939	39.11627512
1940	39.11388181
1941	39.11321965
1942	39.11116587
1943	39.1097673
1944	39.10423291
1945	39.09834237
1946	39.09584618
1947	39.0903909
1948	39.08995956
1949	39.0877389
1950	39.08486067
1951	39.08164915
1952	39.07849087
1953	39.07701519
1954	39.07521669
1955	39.07296412
1956	39.07106531
1957	39.06915778
1958	39.06598122
1959	39.06498677
1960	39.06405099
1961	39.06286311
1962	39.05834262
1963	39.0543328
1964	39.04807029
1965	39.04691992
1966	39.04425979
1967	39.04361718
1968	39.04244941
1969	39.03958856
1970	39.03774342
1971	39.03682772
1972	39.0310497
1973	39.02930611
1974	39.02571672
1975	39.02487333
1976	39.02311045
1977	39.01622407
1978	39.01341662
1979	39.01267324
1980	39.00826623
1981	39.00742765
1982	39.00507089
1983	39.0031826
1984	39.00133573
1985	38.99636535
1986	38.99145314
1987	38.99000012
1988	38.98907292
1989	38.98522898
1990	38.97955924
1991	38.97593585
1992	38.9732328
1993	38.97243154
1994	38.96873653
1995	38.96618875
1996	38.96296226
1997	38.95777057
1998	38.95421095
1999	38.95103195
2000	38.95028218
2001	38.94581096
2002	38.94365829
2003	38.93882258
2004	38.93531146
2005	38.93184507
2006	38.92895011
2007	38.92597003
2008	38.9213522
2009	38.91813412
2010	38.91110956
2011	38.90889951
2012	38.90363299
2013	38.89916335
2014	38.89642722
2015	38.89343772
2016	38.8897456
2017	38.88383645
2018	38.88028568
2019	38.87698092
2020	38.87243014
2021	38.87126937
2022	38.86891997
2023	38.86498604
2024	38.860085
2025	38.85711873
2026	38.85260555
2027	38.84937136
2028	38.84835574
2029	38.84510556
2030	38.84063787
2031	38.83949525
2032	38.83705188
2033	38.83375561
2034	38.83167836
2035	38.8264448
2036	38.82244229
2037	38.81987276
2038	38.8186027
2039	38.81465846
2040	38.81154101
2041	38.80901073
2042	38.8079002
2043	38.80727627
2044	38.8059328
2045	38.80432161
2046	38.7997258
2047	38.79698961
2048	38.7961795
2049	38.79058471
2050	38.78873294
2051	38.78560471
2052	38.77915097
2053	38.77678555
2054	38.77112012
2055	38.76790175
2056	38.76659519
2057	38.76542429
2058	38.76221762
2059	38.75882624
2060	38.75806057
2061	38.7500706
2062	38.74646753
2063	38.74352564
2064	38.74200413
2065	38.73732432
2066	38.73586002
2067	38.73271185
2068	38.73062048
2069	38.72867353
2070	38.72706784
2071	38.72030475
2072	38.71892342
2073	38.71779288
2074	38.71601602
2075	38.71521292
2076	38.71138011
2077	38.71020754
2078	38.70789018
2079	38.70517015
2080	38.69966677
2081	38.69545071
2082	38.69152878
2083	38.68813643
2084	38.68695793
2085	38.68627452
2086	38.68096026
2087	38.67902651
2088	38.67654161
2089	38.67609693
2090	38.67250964
2091	38.67226199
2092	38.67002781
2093	38.6653515
2094	38.66225865
2095	38.66171785
2096	38.66081419
2097	38.65837348
2098	38.65523122
2099	38.65405171
2100	38.65132615
2101	38.64916231
2102	38.64679766
2103	38.6443421
2104	38.64097179
2105	38.63823658
2106	38.63666029
2107	38.63485002
2108	38.6285003
2109	38.62601564
2110	38.62531719
2111	38.62356226
2112	38.62001375
2113	38.61835639
2114	38.61736088
2115	38.61666751
2116	38.61587632
2117	38.61196378
2118	38.60582867
2119	38.60387194
2120	38.60043868
2121	38.59819162
2122	38.59607897
2123	38.59228501
2124	38.58905697
2125	38.58482882
2126	38.58119458
2127	38.5781212
2128	38.574864
2129	38.5689171
2130	38.56793781
2131	38.56593893
2132	38.56435969
2133	38.56247082
2134	38.56224695
2135	38.56099988
2136	38.56052938
2137	38.55787592
2138	38.55438434
2139	38.55103765
2140	38.54962052
2141	38.54415093
2142	38.53815554
2143	38.53673267
2144	38.53413534
2145	38.53001319
2146	38.52941277
2147	38.52388429
2148	38.52339583
2149	38.51892759
2150	38.51149397
2151	38.51000532
2152	38.50433392
2153	38.50156273
2154	38.49883337
2155	38.49675557
2156	38.48834161
2157	38.48600213
2158	38.48335755
2159	38.48244619
2160	38.48112293
2161	38.47894601
2162	38.47553667
2163	38.47518783
2164	38.47285631
2165	38.46935175
2166	38.46864695
2167	38.46515253
2168	38.4646002
2169	38.46160694
2170	38.45662993
2171	38.45264681
2172	38.44966666
2173	38.44785109
2174	38.44702835
2175	38.4428337
2176	38.44063532
2177	38.44002825
2178	38.43639436
2179	38.4341377
2180	38.42640333
2181	38.42376519
2182	38.42196068
2183	38.4209478
2184	38.41587599
2185	38.41373576
2186	38.41123897
2187	38.40789386
2188	38.40584451
2189	38.40453617
2190	38.40237599
2191	38.39824496
2192	38.39405728
2193	38.39179111
2194	38.39038742
2195	38.38872365
2196	38.38647298
2197	38.38345605
2198	38.38178496
2199	38.3752264
2200	38.37311027
2201	38.37277808
2202	38.36992355
2203	38.36836789
2204	38.36677348
2205	38.3655394
2206	38.36429297
2207	38.36049367
2208	38.35958115
2209	38.35867388
2210	38.35585347
2211	38.3515152
2212	38.34646411
2213	38.34541757
2214	38.34422326
2215	38.34362169
2216	38.34252935
2217	38.3369229
2218	38.33504745
2219	38.33373141
2220	38.33097427
2221	38.3303461
2222	38.32559843
2223	38.32050344
2224	38.31793897
2225	38.31263699
2226	38.30939242
2227	38.30899454
2228	38.3062321
2229	38.30448896
2230	38.30011141
2231	38.29817604
2232	38.29321478
2233	38.29069252
2234	38.2843051
2235	38.28274771
2236	38.28154969
2237	38.27976843
2238	38.27742324
2239	38.27110057
2240	38.27074987
2241	38.26646011
2242	38.26545369
2243	38.26381799
2244	38.26158817
2245	38.25947809
2246	38.25589052
2247	38.25415214
2248	38.25241016
2249	38.25183536
2250	38.25001217
2251	38.24713613
2252	38.24519632
2253	38.24418053
2254	38.24397948
2255	38.24111534
2256	38.23890713
2257	38.23754016
2258	38.2358521
2259	38.23400874
2260	38.23125499
2261	38.2294908
2262	38.22347781
2263	38.22160738
2264	38.21673855
2265	38.21587201
2266	38.21097596
2267	38.21073061
2268	38.2096733
2269	38.20771394
2270	38.20129145
2271	38.19998317
2272	38.19775492
2273	38.19628229
2274	38.19193826
2275	38.18319217
2276	38.17766655
2277	38.17411723
2278	38.17332216
2279	38.16567985
2280	38.1630555
2281	38.16147019
2282	38.15928741
2283	38.15566921
2284	38.15306184
2285	38.15082554
2286	38.1506629
2287	38.14827265
2288	38.14185607
2289	38.13914519
2290	38.13704602
2291	38.13416678
2292	38.13325768
2293	38.1307779
2294	38.12999608
2295	38.12685627
2296	38.12399571
2297	38.1214711
2298	38.11746357
2299	38.11601439
2300	38.11313886
2301	38.11150901
2302	38.10531988
2303	38.10423132
2304	38.09716292
2305	38.09426295
2306	38.0879931
2307	38.08493483
2308	38.08189579
2309	38.08007863
2310	38.07994933
2311	38.07936661
2312	38.07750682
2313	38.07324312
2314	38.07158144
2315	38.06943603
2316	38.06636208
2317	38.06515724
2318	38.06340662
2319	38.05803728
2320	38.051804
2321	38.04879245
2322	38.04744701
2323	38.04670957
2324	38.04580371
2325	38.04382704
2326	38.04173857
2327	38.03936807
2328	38.03713573
2329	38.03407691
2330	38.0327079
2331	38.03137785
2332	38.03060286
2333	38.02833808
2334	38.02561024
2335	38.02045731
2336	38.01902749
2337	38.01784244
2338	38.01595657
2339	38.0135543
2340	38.01186694
2341	38.00879367
2342	38.00526762
2343	38.00264105
2344	38.00206958
2345	37.99878074
2346	37.99397033
2347	37.98894982
2348	37.98470991
2349	37.98312071
2350	37.98298576
2351	37.98117097
2352	37.97681475
2353	37.97485936
2354	37.97441356
2355	37.97282571
2356	37.96988072
2357	37.96551966
2358	37.96280862
2359	37.95991261
2360	37.9546157
2361	37.95335223
2362	37.95175461
2363	37.94784824
2364	37.94734881
2365	37.9464228
2366	37.94511283
2367	37.94364107
2368	37.93999163
2369	37.93620317
2370	37.9348413
2371	37.92972938
2372	37.92850242
2373	37.92512006
2374	37.92406546
2375	37.91905881
2376	37.9146332
2377	37.91107348
2378	37.90539254
2379	37.90039054
2380	37.89274125
2381	37.88982564
2382	37.88662141
2383	37.8823202
2384	37.88065014
2385	37.87918122
2386	37.87636606
2387	37.87588349
2388	37.87425055
2389	37.87225424
